date,year,album,song,artist,danceability,energy,speechiness,loudness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
10/25/10,2010,Speak Now,Better Than Revenge,Taylor Swift,0.516,0.917,0.0827,-3.186,0.0139,6.37E-06,0.36,0.635,145.821,217160
7/24/20,2020,folklore,betty,Taylor Swift,0.595,0.376,0.0256,-8.767,0.589,0,0.0989,0.476,95.946,294520
10/21/22,2022,Midnights,Bigger Than The Whole Sky,Taylor Swift,0.422,0.235,0.0568,-12.379,0.826,0.00648,0.115,0.068,165.71,218503
10/27/14,2014,1989,Blank Space,Taylor Swift,0.76,0.703,0.054,-5.412,0.103,0,0.0913,0.57,95.997,231827
4/9/21,2021,Fearless (Taylor's Version),Breathe (Taylor's Version),Taylor Swift,0.506,0.626,0.0287,-6.066,0.156,0,0.228,0.321,148.035,263377
4/9/21,2021,Fearless (Taylor's Version),Bye Bye Baby (Taylor's Version) [From The Vault],Taylor Swift,0.624,0.624,0.0539,-7.86,0.334,0,0.0995,0.527,80.132,242158
11/10/17,2017,reputation,Call It What You Want,Taylor Swift,0.598,0.504,0.0731,-9.874,0.186,2.21E-04,0.34,0.252,163.954,203507
7/24/20,2020,folklore,cardigan,Taylor Swift,0.612,0.58,0.0419,-8.572,0.525,4.14E-04,0.26,0.534,130.045,239560
12/11/20,2020,evermore,champagne problems,Taylor Swift,0.462,0.24,0.0377,-12.077,0.92,0,0.113,0.32,171.319,244000
4/9/21,2021,Fearless (Taylor's Version),Change (Taylor's Version),Taylor Swift,0.499,0.815,0.0341,-4.063,1.91E-04,0,0.181,0.344,95.999,279360
10/27/14,2014,1989,Clean,Taylor Swift,0.815,0.377,0.0346,-7.754,0.232,0,0.1,0.211,103.97,271000
12/11/20,2020,evermore,closure,Taylor Swift,0.689,0.704,0.245,-10.813,0.835,4.83E-06,0.134,0.92,151.884,180653
10/24/06,2006,Taylor Swift,Cold As You,Taylor Swift,0.418,0.482,0.0266,-5.769,0.217,0,0.123,0.261,175.558,239013
11/12/21,2021,Red (Taylor's Version),Come Back...Be Here (Taylor's Version),Taylor Swift,0.46,0.632,0.0302,-6.031,0.0158,0,0.0822,0.399,79.846,223333
4/9/21,2021,Fearless (Taylor's Version),Come In With The Rain (Taylor's Version),Taylor Swift,0.476,0.564,0.0269,-5.677,0.0406,0,0.102,0.167,143.929,237339
12/11/20,2020,evermore,coney island,Taylor Swift,0.537,0.537,0.0617,-11.266,0.819,9.04E-04,0.142,0.292,107.895,275320
8/23/19,2019,Lover,Cornelia Street,Taylor Swift,0.824,0.624,0.0827,-9.728,0.781,1.89E-04,0.1,0.248,102.012,287267
12/11/20,2020,evermore,cowboy like me,Taylor Swift,0.604,0.517,0.0347,-9.014,0.768,1.55E-04,0.123,0.511,127.967,275040
8/23/19,2019,Lover,Cruel Summer,Taylor Swift,0.552,0.702,0.157,-5.707,0.117,2.06E-05,0.105,0.564,169.994,178427
11/10/17,2017,reputation,Dancing With Our Hands Tied,Taylor Swift,0.624,0.691,0.196,-6.686,0.0604,1.10E-05,0.138,0.284,160.024,211507
8/23/19,2019,Lover,Daylight,Taylor Swift,0.557,0.496,0.0563,-9.602,0.808,1.73E-04,0.0772,0.265,149.983,293453
10/25/10,2010,Speak Now,Dear John,Taylor Swift,0.589,0.47,0.028,-5.32,0.166,1.45E-06,0.112,0.102,119.386,403920
10/21/22,2022,Midnights,Dear Reader,Taylor Swift,0.562,0.388,0.0705,-12.088,0.481,0.00145,0.117,0.159,107.747,225194
8/23/19,2019,Lover,Death By A Thousand Cuts,Taylor Swift,0.712,0.732,0.0629,-6.754,0.454,0,0.319,0.313,94.071,198533
11/10/17,2017,reputation,Delicate,Taylor Swift,0.75,0.404,0.0682,-10.178,0.216,3.57E-04,0.0911,0.0499,95.045,232253
11/10/17,2017,reputation,Don't Blame Me,Taylor Swift,0.615,0.534,0.0386,-6.719,0.106,1.76E-05,0.0607,0.193,135.917,236413
4/9/21,2021,Fearless (Taylor's Version),Don't You (Taylor's Version) [From The Vault],Taylor Swift,0.563,0.473,0.0503,-11.548,0.514,1.20E-05,0.109,0.405,101.934,208609
12/11/20,2020,evermore,dorothea,Taylor Swift,0.605,0.488,0.0264,-8.322,0.696,0,0.129,0.354,119.966,225880
11/10/17,2017,reputation,Dress,Taylor Swift,0.719,0.469,0.0533,-8.792,0.0329,0,0.169,0.0851,120.085,230373
10/25/10,2010,Speak Now,Enchanted,Taylor Swift,0.455,0.623,0.0288,-3.878,0.0739,4.24E-04,0.146,0.208,163.893,352187
11/10/17,2017,reputation,End Game,Taylor Swift,0.649,0.589,0.0558,-6.237,0.00845,0,0.108,0.151,159.073,244827
7/24/20,2020,folklore,epiphany,Taylor Swift,0.317,0.254,0.0286,-13.679,0.727,3.26E-04,0.0867,0.103,93.933,289747
12/11/20,2020,evermore,evermore,Taylor Swift,0.39,0.27,0.0308,-10.673,0.937,0.00227,0.111,0.32,125.177,304107
11/12/21,2021,Red (Taylor's Version),Everything Has Changed (Taylor's Version),Taylor Swift,0.498,0.61,0.0363,-5.098,0.271,0,0.223,0.474,79.918,245427
7/24/20,2020,folklore,exile,Taylor Swift,0.31,0.374,0.0275,-8.464,0.761,2.46E-05,0.11,0.16,75.938,285640
8/23/19,2019,Lover,False God,Taylor Swift,0.739,0.32,0.239,-10.862,0.736,1.47E-04,0.111,0.351,79.97,200307
4/9/21,2021,Fearless (Taylor's Version),Fearless (Taylor's Version),Taylor Swift,0.569,0.741,0.0282,-4.963,0.0122,0,0.333,0.43,100.118,241592
4/9/21,2021,Fearless (Taylor's Version),Fifteen (Taylor's Version),Taylor Swift,0.559,0.646,0.0272,-4.61,0.116,0,0.32,0.289,95.466,294419
4/9/21,2021,Fearless (Taylor's Version),Forever & Always (Piano Version) [Taylor's Version],Taylor Swift,0.546,0.273,0.0308,-9.208,0.819,0,0.137,0.271,118.753,267833
4/9/21,2021,Fearless (Taylor's Version),Forever & Always (Taylor's Version),Taylor Swift,0.598,0.821,0.0447,-4.433,0.0231,0,0.143,0.673,128.03,225328
11/12/21,2021,Red (Taylor's Version),Forever Winter (Taylor's Version) [From The Vault],Taylor Swift,0.611,0.552,0.031,-5.828,0.256,0,0.134,0.41,116.012,263533
11/10/17,2017,reputation,Getaway Car,Taylor Swift,0.562,0.689,0.127,-6.745,0.00465,2.23E-06,0.0888,0.351,172.054,233627
11/12/21,2021,Red (Taylor's Version),Girl At Home (Taylor's Version),Taylor Swift,0.691,0.736,0.0326,-6.974,0.00955,1.88E-05,0.101,0.612,125.089,220520
10/21/22,2022,Midnights,Glitch,Taylor Swift,0.675,0.466,0.201,-9.738,0.361,0,0.11,0.347,140.864,148781
12/11/20,2020,evermore,gold rush,Taylor Swift,0.512,0.462,0.0408,-10.491,0.83,0.166,0.121,0.353,112.05,185320
11/10/17,2017,reputation,Gorgeous,Taylor Swift,0.8,0.535,0.135,-6.684,0.0713,9.48E-06,0.213,0.451,92.027,209680
12/11/20,2020,evermore,happiness,Taylor Swift,0.559,0.334,0.0376,-10.733,0.87,0,0.114,0.211,122.079,315147
10/25/10,2010,Speak Now,Haunted,Taylor Swift,0.436,0.95,0.057,-2.627,0.0826,1.08E-06,0.149,0.352,162.088,242080
4/9/21,2021,Fearless (Taylor's Version),Hey Stephen (Taylor's Version),Taylor Swift,0.788,0.571,0.0296,-6.135,0.106,0,0.0934,0.797,115.99,254255
10/21/22,2022,Midnights,High Infidelity,Taylor Swift,0.646,0.529,0.0864,-10.179,0.723,0,0.0885,0.755,87.862,231475
7/24/20,2020,folklore,hoax,Taylor Swift,0.676,0.178,0.0394,-15.01,0.964,7.90E-06,0.135,0.404,118.84,220040
11/12/21,2021,Red (Taylor's Version),Holy Ground (Taylor's Version),Taylor Swift,0.622,0.809,0.0638,-5.623,0.0288,0.00218,0.109,0.511,156.894,202960
10/27/14,2014,1989,How You Get The Girl,Taylor Swift,0.765,0.656,0.0504,-6.112,0.00364,0.00868,0.0918,0.545,119.997,247533
11/12/21,2021,Red (Taylor's Version),I Almost Do (Taylor's Version),Taylor Swift,0.511,0.559,0.0264,-6.587,0.0167,0,0.113,0.248,145.88,244587
11/12/21,2021,Red (Taylor's Version),I Bet You Think About Me (Taylor's Version) [From The Vault],Taylor Swift,0.391,0.715,0.0495,-4.516,0.167,0,0.183,0.473,149.654,285107
11/10/17,2017,reputation,I Did Something Bad,Taylor Swift,0.696,0.602,0.159,-6.156,0.0679,2.11E-05,0.0696,0.305,82.989,238253
8/23/19,2019,Lover,I Forgot That You Existed,Taylor Swift,0.664,0.316,0.519,-10.345,0.298,2.03E-06,0.0812,0.541,92.875,170640
11/12/21,2021,Red (Taylor's Version),I Knew You Were Trouble (Taylor's Version),Taylor Swift,0.584,0.557,0.0342,-6.371,0.0129,0,0.0576,0.767,154.008,219760
10/27/14,2014,1989,I Know Places,Taylor Swift,0.602,0.755,0.071,-4.991,0.245,0,0.178,0.495,159.965,195707
8/23/19,2019,Lover,I Think He Knows,Taylor Swift,0.897,0.366,0.0569,-8.029,0.00889,3.53E-04,0.0715,0.416,100.003,173387
10/27/14,2014,1989,I Wish You Would,Taylor Swift,0.653,0.893,0.0538,-5.966,0.0158,4.95E-05,0.102,0.513,118.035,207440
10/24/06,2006,Taylor Swift,I'm Only Me When I'm With You,Taylor Swift,0.563,0.934,0.0646,-3.629,0.00452,8.07E-04,0.103,0.518,143.964,213053
10/25/10,2010,Speak Now,If This Was A Movie,Taylor Swift,0.511,0.719,0.0265,-3.457,0.166,4.54E-06,0.34,0.289,147.852,234547
7/24/20,2020,folklore,illicit affairs,Taylor Swift,0.529,0.304,0.0356,-10.567,0.862,0,0.108,0.44,119.58,190893
10/25/10,2010,Speak Now,Innocent,Taylor Swift,0.552,0.608,0.0259,-5.29,0.186,0,0.125,0.17,134.05,302253
10/24/06,2006,Taylor Swift,Invisible,Taylor Swift,0.612,0.394,0.0243,-5.723,0.637,0,0.147,0.233,96.001,203227
7/24/20,2020,folklore,invisible string,Taylor Swift,0.651,0.459,0.0507,-11.128,0.859,6.63E-05,0.105,0.454,83.455,252880
8/23/19,2019,Lover,It's Nice To Have A Friend,Taylor Swift,0.737,0.175,0.0401,-9.912,0.971,3.37E-04,0.171,0.545,70.008,150440
12/11/20,2020,evermore,it's time to go,Taylor Swift,0.592,0.41,0.0397,-12.426,0.801,1.39E-05,0.09,0.416,151.923,254640
12/11/20,2020,evermore,ivy,Taylor Swift,0.515,0.545,0.0353,-9.277,0.855,1.97E-05,0.0921,0.535,88.856,260440
4/9/21,2021,Fearless (Taylor's Version),Jump Then Fall (Taylor's Version),Taylor Swift,0.572,0.69,0.0358,-6.201,0.0474,0,0.0897,0.624,160.111,237580
10/21/22,2022,Midnights,Karma,Taylor Swift,0.649,0.622,0.0582,-7.054,0.074,0,0.594,0.106,90.024,204852
11/10/17,2017,reputation,King Of My Heart,Taylor Swift,0.675,0.703,0.0382,-7.902,0.00882,2.21E-06,0.0391,0.314,110.01,214320
10/21/22,2022,Midnights,Labyrinth,Taylor Swift,0.487,0.313,0.0487,-15.434,0.791,0.348,0.124,0.141,110.039,247962
10/25/10,2010,Speak Now,Last Kiss,Taylor Swift,0.371,0.341,0.0319,-9.475,0.57,3.09E-05,0.101,0.196,89.038,367133
10/21/22,2022,Midnights,Lavender Haze,Taylor Swift,0.735,0.444,0.0684,-10.519,0.204,0.0012,0.17,0.0984,97.038,202396
8/23/19,2019,Lover,London Boy,Taylor Swift,0.695,0.71,0.05,-6.639,0.0246,1.04E-04,0.133,0.557,157.925,190240
10/25/10,2010,Speak Now,Long Live,Taylor Swift,0.418,0.68,0.0347,-4.3,0.036,7.59E-05,0.114,0.142,204.12,317453
12/11/20,2020,evermore,long story short,Taylor Swift,0.546,0.73,0.0417,-7.704,0.66,0.179,0.0972,0.573,157.895,215920
11/10/17,2017,reputation,Look What You Made Me Do,Taylor Swift,0.766,0.709,0.123,-6.471,0.204,1.41E-05,0.126,0.506,128.07,211853
4/9/21,2021,Fearless (Taylor's Version),Love Story (Taylor's Version),Taylor Swift,0.627,0.792,0.031,-4.311,0.13,3.97E-06,0.0845,0.415,119.054,235767
8/23/19,2019,Lover,Lover,Taylor Swift,0.359,0.543,0.0919,-7.582,0.492,1.58E-05,0.118,0.453,68.534,221307
7/24/20,2020,folklore,mad woman,Taylor Swift,0.593,0.7,0.0492,-9.016,0.67,6.77E-06,0.116,0.451,141.898,237267
12/11/20,2020,evermore,marjorie,Taylor Swift,0.535,0.561,0.0484,-11.609,0.876,1.36E-04,0.115,0.287,96.103,257773
10/21/22,2022,Midnights,Maroon,Taylor Swift,0.658,0.378,0.0379,-8.3,0.0593,0,0.0976,0.0382,108.034,218271
10/24/06,2006,Taylor Swift,Mary's Song (Oh My My My),Taylor Swift,0.403,0.627,0.0292,-5.28,0.0177,0,0.182,0.374,74.9,213080
10/21/22,2022,Midnights,Mastermind,Taylor Swift,0.661,0.352,0.117,-14.077,0.571,0.00147,0.0884,0.13,125.934,191039
8/23/19,2019,Lover,ME!,Taylor Swift,0.61,0.83,0.0571,-4.105,0.033,0,0.118,0.728,182.162,193000
10/25/10,2010,Speak Now,Mean,Taylor Swift,0.568,0.761,0.0459,-3.987,0.452,0,0.217,0.789,163.974,237733
